class	tweet
0	@username @username merci beaucoup!! je ne sais pas encore si je serai sous seroplex ou prozac mais du coup si tu peux me dire vite fait comment ça se passe avec le seroplex actuellement ? merci merci merci!!!!
0	Le médicament anti-douleurs « Tramadol » est un tueur silencieux ! link
0	Putain le rire de Tarik je meursssssss je vais mourir ce gars est incroyable putain j’en peut plus ramener moi de la ventoline putain. link
0	Je veux limite me faire mettre une perfusion de lexomil/Prozac en intraveineuse comme ça no need for sex
0	Avant de tweeter ceci, j'ai vérifié que le metoclopramide n'est pas en rupture de stock en pharmacie  #EcoResponsable link
0	@username @username L'airomir c'est exactement la même molécule que la ventoline mais avec un inhalateur plus simple à utiliser, pratique pour celleux qui ont du mal avec la coordination /motricité fine etc..Tu peux même éjecter manuellement la dose sans inspirer (génial en cas de crise de panique)
1	Mm mes medocs a la codeine ca marche pas
0	ne pas oublier que Poxel pourrait passer un nouveau partenariat sur l’imeglimine par exemple un GLP1 + imeglimine dans le meme cachou ou le januvia ! merck USA le fait bien januvia + metformine !
0	Je suis Paroxétine, Dieu de la pharmaco link
0	on dirait c toi tu paies ma Ventoline. laisse moi respirer trql nn???
0	pas attendu de finir le lycee pour finir sous xanax et prozac perso  link
0	@username @username @username Met toi de la ventoline dans le fion
0	Twitter je sais que parfois tu fais des miracles     Y aurait-il un.e médecin qui pourrait prescrire du Xanax à mon voisin ? Il va vraiment pas bien et n'est pas capable d'aller consulter... C'est au nom de Finkielkraut s'il-vous-plaît. RT au max  ️
0	jarrive plus a dormir tot jvais retaper dans l'alprazolam jcrois
0	@username @username Courage à vous @username pour matter les matchs de votre pivot titulaires sans prendre de Xanax
0	Bon bah maintenant j'apprends que je suis asthmatique et qu'à partir de maintenant j'aurais toujours de la ventoline sur moi. Et il reste encore plus d'un mois avant 2020 :)
0	Metformin HCl 850 mg X 30 tablets:  AAC = $3.60, AWP = $119.70 link
0	Est-ce que je vais me laisser crever pcq ma ventoline est tombée à côté d’une grosse araignée? Tout à fait
0	@username @username C'est sûr que gingembre et acupuncture, face à une prescription de thalidomide ça fait petits-bras
0	@username Rien à voir, crise d'angoisse, je suis sous Xanax   ️
0	@username j'en ai eu c'était de l'alprazolam puis plus tard j'avais changer contre la sertraline
0	livraison discrète sur Wickr :plugpusherdaker  #paris86 #paris78 #paris3 #pontoise #nanterre #creteil #versailles #Saintdenis #week #beuh #shit #cocaine #evry #melun #laval #Angers #vannes #Brest #montauban #hash #thc #methamphetamine #pillules #xanax #cristal #visitparis #thc link
0	@username CLAMP  Collectif de quatres Mangaka, principalement connue pour Card Captor Sakura qui semble avoir marqué une génération a la télé. XXX Holic et Tsubasa Réservoir Chronicle qui sont lié. Le Charadesign de Code Geass et de Cross Ange il me semble. link
0	@username @username @username Mdrrr je comprend pas pk tu es aussi méchant tu as un problème ac l’islam tt simplement détend toi y’a une forme de haine et de jalousie en toi prend un xanax et détend toi je t’invite à lire correctement
0	On m'a prescrit du Xanax ossekour
0	@username @username @username @username @username @username @username @username @username @username @username un p'tit xanax avec lil peep
0	@username Je dois perdre le gras parce qu’en dessous se cache un prozac
0	#Levothyrox: Ouvrons une enquête parlementaire! link via @username
0	Je prend casi plus de Xanax je suis grv heureux
0	La Ventoline, c’est la seule femme de ma vie. Presque chaque nuit, elle me sauve d’une mort par asphyxie.
0	«avant j’étais sous Deroxat mais j’ai arrêté et maintenant je prends de l’homéopathie, ça marche bien! Mais vous savez c’est dans la tête tout ça »  jtelfaispasdire
0	Maladie des agglutinines froides, cause rare d’anémie hémolytique auto-immune, possiblement exacerbée par une récente infection virale et un temps froid (-9 °C). Patient réchauffé, traité par perfusions sanguines et rituximab pendant une semaine link via @username link
0	vous savez la d’ici cette semaine j’aurai re du xanax je vais surdoser juste pour dormir 17h par jour vraiment quel bonheur j’aurai plus besoin de reflechir a ma vie de merde
0	@username Futur ado au Xanax à 14 ans...
0	@username Le Prozac.
0	@username @username Cam, pour seul arme sa ventoline , arrivera -t-elle a terrasser la bande d’extrême droit de La Sorbonne ?  A l’aide de ses coéquipières Shaïna l’embrouille et Emona le boulet pourront ils aller au bout de leurs missions ???
0	Et le viagra c'est bon pour l'écosystème ? link
0	Après l’eau chaude de la douche sous prod, la @username sous Xanax   ‍ ️
0	Attention à la prégabaline...... Résumé de 2 études sur données nationales (Suède et Australie) à lire ici (lien vers les 2 études en bas de page) link Augmentation de mortalité quand co-prescrit avec opiacés et benzos. link
0	Voici L intro de la Team Axina  Bientot sur YouTube link
1	bonjour a TOUS jai decouvert que je perdais la vue grace o PROZAC du coup je chouine et la reaction de mes proches cest FALLAIT PAS PRENDRE DANTIDEPRESSEURS PETASSE et je COMPRENDS VOTRE POINT DE VUE MAIS ALLEZ VOUS FAIRE FOUTRE SI VOUS LISEZ CA VOUS PREFEREZ QUE JE ME TUE OU QUO
0	@username je prends du xanax, c'est un médoc mdr
0	"@username To do list de Houellebecq  - Ne plus bander  - Prendre 3 Xanax par jour  - écrire que les femmes ""ne servent qu'à baiser""  - Prendre un viagra  - Écrire un livre sur ""l'invasion musulmane"" (oups déjà fait)  #todolisthistoire  #todolistlittérature"
0	#levocops, Novembre et décembre 2019, deux mois importants dans une actualité Levothyrox toujours aussi dense link
0	@username @username @username mathieu prend 1 xanax ca ira mieux
0	@username etizoSLAM + suboxone + dabs = BOOM
0	Je viens de prendre un xanax pour arrêter de pleurer. Feel like a loser again.
0	  Pendant le cours de chimie :   donner la formule brute du butane        Pendant la composition :   Le diclofenac ou acide 2-(2-(2,6-dichlorophényl)aminophényl)ethanoïque    
0	@username tu peux ^^ premier jet en rentrant cet aprem ^^  ps: prends un xanax d'avance toi
0	Apportez une ventoline link
0	@username @username @username @username @username @username @username @username @username tu cherche des infos ?..ben t en auras pas BAS DU FRONT allez a la niche un xanax et au lit..le temps que tu lises cela tu seras dans la fosse avec tes amis n ayant qu un neurone celui du fascisme
0	Sildenafil Citrate Comprimé Pelliculé Boîte De 28 Prix | Pharmaprix En Ligne link link
0	watch me doctolib soon pour demander des somniferes and sum xanax
0	En octobre 2018, un proche du dirigeant italien a rencontré des représentants russes à l'hôtel Metropol de Moscou pour évoquer un possible coup de pouce financier avant les élections européennes de mai.
0	@username Envoie la ventoline stp
0	question médicale : pourquoi est ce que le lamictal est prescrit aux épileptique ET aux bipolaires ? (problème neuro et problème psy) ? en fait je comprends pas
0	En plus j'ai pas pris ma ventoline  
0	@username Fais pas de fausse accusation aussi ton corps shooté au Xanax
0	@username @username @username @username Vu comme tu démarres à 50 piges tu es Tati daniele, si jeune et si acariâtre, tu devrais faire des analyses il y a peut être un problème hormonal   un point positif il n’y aura plus de changement de levothyrox
0	Urgent ! Cherche producteur de #pommesdeterre   dans les @username pour retour d’expérience sur hydrazide maléique
0	Cocaïne Morphine Cigüe Opium Vintage pharmacy jars France Rouen Pattern Signed UC link via @username
0	2 ex-dresseurs de  Seaworld confirment que les orques sont droguées au valium.  Ils affirment que les orques détenues dans ces parcs à thème sont régulièrement droguées, privées de nourriture et et qu'elles s'automutilent à cause du traumatisme psychologique qu‘elles subissent. link
0	@username Manque je pense   Tu touche pas a la paroxetine ?
0	C’est pas ça fait 1h je me plains d’avoir troppppp mal au bas du dos à gauche et là je regarde une vidéo YouTube y a une pub pour voltaren CH combat les douleurs du dos, l’espionnage so quoi
0	Un maire du Loiret veut distribuer du Viagra aux habitants pour les inciter à faire des bébés link
0	@username @username @username Prenez un xanax. Ça vous détendra et vous aidera peut être à comprendre que ce drapeau représente un mouvement de personnes qui ont du vivre cachees pendant des décennies pour ne pas être persécutées. Un peu d’histoire ne vous fera pas de mal.
0	@username Effectivement,  quand je la vois je prends un prozac !
0	et dans la ville j'revends le tramadol nassim ne le sait pas
0	"@username @username C'est vraiment une fixation que tu fais sur moi Marsallon ? tu dois avoir vraiment un emploi du temps..très vide..pour surveiller , épier une ""pauvre crétine de Gilet jaune""  et compter les fautes :)  allez prends un xanax et dodo    "
0	Eh biloute c'est ko lo viagra des fommes ? Boh la carte blo !!
0	OK donc ce matin pas trop réveillée j'ai confondu le tube de dentifrice avec celui du voltaren...   ‍ ️Tout vas bien...
0	Yacouba Isaac Zida démarche des journalistes link
0	Ma mère envisage de le revoir mercredi mais doute que cela devienne un « plan cul » (sic.), sur ce je vais prendre une douzaine de xanax et dormir.
0	@username #Morphine chlorhydrate  Doucement , hein,  pas une #oxycodone pleine dose d'emblée   + efficace  Et - dangereux que le tramadol
0	@username Véro elle m’a frictionnée au Voltarene gros... j’ai encore plus mal qu’avant avec la bagnole mdr
0	@username Baise un Xanax putain phoque !!!!!!!
0	@username @username @username @username @username @username Les patients qui ont reçu du Vioxx et du xigris te saluent
0	@username J'ai été refusée à la pré-inscription en ligne car j'ai répondu oui à 1 question. Je prends un traitement, du levothyrox. Et là je vois que si on a répondu oui à 1 question il faut les contacter pour qu'ils valident ou pas. Mais peut-être que ce ne sont pas les mêmes questions...
0	hé bé on dirait que c'était une bronchite ce virus à vous foutre un quincke. jmen sors pas j'arrive pas à l'ENTENDRE cte chienne. bon. jle fous sous cortisone et ventoline. si c'est une laryngite ça marchera pareil. pas de fièvre une toux foireuse jvais faire quoi hein.
0	@username C'est corélé avec le prozac. C'est l'éloge du suicide. C'est un comportement de lemming et de BOBAC. Serait-ce lié avec un génocide ?
0	@username Jsuis k.o sa mere    Le respect est parti prendre de la ventoline la  
0	@username je trouve monsieur Schneider un tantinet agressif. Avez-vous du Xanax à lui donner?
0	Ils essaient le rivaroxaban dans toutes les indications possibles rien n arrêtent Bayer et rien n’es arrêtera link
0	J’ai fais quoi pour mériter de souffrir au point d’être sous morphine ptn ??????
0	@username Maintenant j'ai de la morphine a petite dose en médicament en cas de douleurs extrêmes, des anti-inflammatoires et puis des spasfon (complètement inutiles)
0	En plus de la contrefaçon on retrouve de la Prégabaline expirée sur le marché. Cepalapenn
0	@username On en demande une à ses potes qui en on en Rabe?  Genre moi j'en ai toujours tout plein... Mais c'est de l'airomir
0	Je file deux taffe et je suis obligée de tout lâcher pour prendre ma ventoline vraiment je cherche la merde aussi
0	Déjà quand ta une maladie au coeur, t’as forcément un truc comme de la ventoline etc avec toi. Bah lui il avait jamais rien. Et puis pour revenir au message. Ce mec il faisait tout le temps des fautes d’orthographe. Genre « mais » il l’écrit « met » mdrr.
0	C’est que les meufs qui prennent qui xanax qui réagissent comme ça
0	Quand t'oublies de prendre tes alprazolam mdrr
0	@username @username @username @username On appelle ça : faire une fixette Jean Mich’  Prends ton xanax et dodo !
0	La buprénorphine a été ajoutée à la liste des Médicaments à Marge Thérapeutique Étroite ? Pourquoi ?  Par quel lobby ?  link
0	ajd qu'est-ce que jv faire? j'en sais rien mais g du Xanax :))) link
0	Le viagra, c'est pas bon pour tout le monde, visiblement ... link
0	tuveu dla ventoline mn frr
0	@username Le niveau des fragilus '' mais c'est super dangereux une crise d'angoisse''... Si une urgence' 'vitale' ' peut être stopper avec unz boisson chaude et un câlin elle n' à rien à foutre dans un hôpital. Prenez vos xanax et laisser les urgences fzire leurs job
0	La légende dit que s’il sait que tu lâches des tweets aussi éclatés il te met sous Haldol et Xanax sans discussion possible.   Twittophobe le gars. Honteux.
0	@username @username @username @username Et que du coup, si ça fonctionne c'est tant mieux. Mais la paroxétine est très mal tolérée et son effet sédatif c'est du chiqué sincèrement.  Je me demande même comment on peut laisser un AD pareil encore sur le marché d'ailleurs.
0	S’il veut follow ta grosse mère il peut aussi Ce genre de victime sous xanax qui s’prennent pour la police du follow, ça m’fascinera toujours
0	@username Je suis non-réactif à la morphine
0	@username @username @username Nan mais tu dit ça et après ça prévoit des nouvel an à Amsterdam ??? Vous êtes cinglés vous allez le tuer pauvre Colin, il va faire 14 crises d'angoisse j'espère que vous avez prévu la ventoline.
0	link Madame Macron nourrit bien souvent le président avec des recettes au Cannabis ! Les Laxismes vis-à-vis du Cannabis, Morphine et le Goût du Pouvoir Croyez-vous que l’opinion publique est aujourd’hui bien informée sur le sujet? Que chacun fasse ce qu’il sait link
0	@username Disons que cet argument n'est pas valable avec moi. Un Viagra et au lit. Sans manger  
0	  C'est parti pour le #PharmacoQuiz Quel est le point commun de ces 3 médicaments : Rifampicine, Trametinib et Levofloxacine ? [Difficulté    ]
0	@username Agneeeeees bordel ... T'a encore oublié de prendre ton Prozac !
0	@username Ça fait trois semaines (heureusement y a eu les vacances entre deux), je commence à peine à m'en sortir   (Merci la ventoline)
0	@username @username y a toujours un truc pourri avec l'un ou l'autre de toutes façons... :( (perso j'ai testé un panel d'effets secondaires d'autres médocs assez hum *intéressants* que j'ai pas trop l'intention de revivre, je préfère rester avec ma venlafaxine)
0	@username @username La paroxetine est un peu anticholinergique , donc effectivement un peu sédative   , en #ehpad j'aime pas trop la voir si début de patho cognitive
0	@username @username Faut que je m'y mette aussi. Le Xanax vous me le conseillez avant ou après ?
0	sous un peu trop de codeine
0	@username Vis le, crois-y. La déception c'est le problème du Paroxétine de demain.
0	@username Mais ce sont de grands malades les gens. Ils feraient mieux de desserrer leur gaine, de faire aérer leurs varices et de prendre un xanax.
0	@username J'suis sous tramadol pour la scoliose...     Prends soin de toi, santé &gt; stream :3
0	@username Tu veux un Xanax ?
0	@username  Un petit Prozac, vite fait, non ?   
0	@username @username @username Prenez un Xanax on vous dit !  
0	@username , #teampharma ,  Je cherche un doc sur les AINS à utiliser de préférence en cas de co-administration aux MTX 25 mg/semaine  Il me semblait avoir lu quelque part qu il fallait mieux utiliser en première intention  Naproxène  Puis ibuprofèn Diclofenac Ketoprofene
0	Les autorités viennent de dévoiler une étude qui tente de dédouaner la nouvelle formule du #Levothyrox, mais comporte des biais méthodologiques… et nie à nouveau les souffrances des malades. Par @username, dans «Intox au Levothyrox»  link
0	Card captor sakura sa restera mon anime favoris aucun peut le détrôner pas même kamisama hajimemashita même si mon Crush tomoe est dedans aish   
0	"Ils ont tous des belles histoires à raconter du style ""Ma mère est décédée récemment""     #Prozac  #AffaireConclue"
0	Wesh Arya je la voyais comme ma petite fille chérie je viens dla voir se faire dépucèler je suis au bord du gouffres wsh amené ma ventoline
0	Rachelle elle veut prendre du xanax wsh ça va pas dans sa tete ????
1	C'est même ces médocs qui peuvent te rendre psychotique. D'ailleurs moi j'ai eu une phase de psychose après avoir eu du risperdal.
0	C’est con que les médecins n’aient pas eu l’idée de faire une piqûre de morphine à Vincent Lambert. Si ça se trouve il serait en train de faire de la trottinette à l’heure qu’il est. link
0	@username Alprazolam il ft parti des benzoflex ou pas ? J'avais ça avant
0	STS Sold Out, prépare ta ventoline  
0	@username Une bonne part de tarte au xanax pour le petit watson svp, il déraille complètement
0	@username @username Tu vis à Toulouse ? C'est faux de dire que c'est pas une ville de foot, c'est une fausse image qu'ont les gens de l'extérieur. Quand le club remonte de National puis L2, le stade est plein.  Par contre oui, le club ne dégage plus rien, il est sous prozac depuis des années.
0	@username Wouahhh ce monde de tarés !!   Je vous suggère de stopper votre abonnement a @username sans délai   Surtout ne regardez pas #BlackMirror NEVER   APRES cela idéalement prendre 1 petit Xanax pdt 2 /3 mois   #DeRien link
0	Reportage sur le tramadol. Là, les rugbymen comprennent le sujet pour une fois.
0	@username @username C'est sûrement le même médecin qui donne de la ventoline à tous les asthmatiques du tour de France.
0	@username @username Mais tellement. Je revis littéralement après des mois de lyrica et autres.
0	Lyrica sounds dumb
0	"""Pour qu'un Laboratoire (Francais) reprenne la Formule de l'ancienne formule du #Levothyrox"". Ce médicament est VITAL. Certains ne supportent pas les nouvelles alternatives. Merci  pour les malades de la Thyroïde. link"
0	Toute première bouffée de ventoline cet après-midi, et en ressenti c’est comme si la température était tombée instantanément de cinq degrés   Dire que j’aurais pu en avoir tout cet été si je n’avais pas annulé mon rendez-vous début juillet par flemme.
0	@username @username @username @username Il devrait prendre un xanax le garçon   
0	@username Je vais me soigner à coup de xanax  
0	Tamiflu pour une « grippe »sans fièvre ni toux ni rhinorrhée #EBM
0	@username @username Heu Anny Duperey lanceuse d’alerte ? C’est mal connaître l’affaire du #levothyrox on lui a donné davantage la parole notamment par rapport aux associations de malades, alors qu’il existe la #democratieensante
0	@username Mdr Xanax ce btrd
0	1/n Thread Comment a pu se produire la crise des opioïdes aux Etats-Unis? Une pareille crise est-elle possible en France? Le tramadol et l'oxycodone en ligne de mire.
0	Meilleur prix Cipro 250 mg – Livraison express – Pharmacie Sèvres link link
0	Qui me suit depuis le début ?? « SGG » « Xanax » « Cadillac » ...
0	Les potes c’est mieux que du xanax
0	La douleur d’un calcul urinaire je crois que c’est une des pires qui existe, surtout quand tu tolère mal la morphine per os. Je souhaite à personne de vivre ça ....  
0	Moi j’avais ma ventoline hein...je l’ai même utilisé.  
0	@username @username @username Va falloir prendre sa Ventoline et peut-être redescendre d’un étage hmmm
0	@username Mieux ce matin. Je crois que c'était plus musculaire que d'autre chose . Voltaren, Tylénol et pas pire ce matin ! Merci.
0	"""MANGIO 6 XANAX, BABY MI SVEGLIO PIU RICCO DI PRIMA"" qd tony effe lache ça au debut du couplet avec l'instru qui claque derrière, j'ai une montée d'adrenaline"
0	WorldBank Search Afrique centrale : les services Hydromet, un allié incontournable du développement durable link link link
0	J'ai du mal à ressentir de la compassion pour des quite fortunate middle-aged white male qui se plaignent que leur vie n'a pas de sens. Prenez un Xanax ça ira mieux après  #TheCrown
0	Ptdrrrr quand je vois ça jpeux pas m’empêcher de me revoir passer mon bac de natation. Vous imaginez une grosse patate en maillot, lunette, bonnet, shouté à la ventoline entrain de se demi noyer dans l’eau dhdjdhdj j’ai eu 6    link
0	Il a mit du Viagra dans le boisson de sa copine      (un gros batard) link
0	@username Après: le rhinadvil est en vente libre, il contient de la pseudo-ephédrine et un anti-inflammatoire. Moi, à l'époque où je faisais beaucoup de crises, ça les diminuait vraiment.  Sinon ça fait des années que je suis passé au serevent puis symbicort et ça a bien diminué les crises
0	Reductil 15mg Perdre du poids rapidement et en toute sécurité: link #reductil #reductil15mg #steroidsdrugs
0	Qu'on me donne une  ventoline link
0	"L’#OxyContin, commercialisé depuis 1995, aurait fait tomber dans la #drogue des milliers d’Américains."" La #familleSackler , maître des #opioïdes et amie des #arts #sacklerfamily  link"
0	Quand t’as mélengé tes dragées Fuca avec ton Imodium. link
0	@username @username @username Ptdrr tu veux une ventoline ? Respire  
0	@username J'vais prendre quelques xanax et me calmer  Et toi ?
0	@username toute nouvelle oui, vu que j'ai pris en tout et pour tout 2 jours d'Effexor il y a 4 ans et demi, puis plus jamais rien. Là j'ai pris le comprimé pendant le repas de midi et c'est tout à fait gérable. On verra comment ça se passe cette nuit, si je dors bien etc.
0	Demain avant d’aller run j’dois prendre deux bouffées de ventoline      
0	Est-ce que l’art, cinématographique ou autre, ne devrait pas servir à élever, plutôt qu’à présenter les zones les plus dysfonctionnelles de notre société ? Je vais au cinéma pour rêver, pas pour avoir une raison de recourir au Prozac!
0	@username @username @username Mais on fait aussi de la prévention, (Apprentissage du mouchage au parent, de la prise de ventoline etc.)  Ce rapport indiqué juste qu'il.faut mieux que les parents aillent aux urgences pour ça que de.aller chez le kiné...  C'est fatiguant
0	@username Récupere le tramadol et vend-le   Ou donne le moi   
0	Bon c bon 1 xanax et dodo
