class	tweet
1	did you know insanely intense dreams are a known side effect of venlafaxine? it's not an antidepressant, it's my dream fuel!
0	rt : drug safety communication: fda is investigating two deaths following injection of relprevv
0	"""protect ur child from hg. avoid hg-containing multi-dose shots (fluzone, fluzone quadrivalent, afluria &amp; flulaval) &amp; all fluvirin shots"""
0	temazepam is great for sleeping, fun.
0	can someone please hit me up with some vyvanse for tomorrow. i'm begging you
1	ugh the olanzapine makes me so tired
1	vyvanse completely gets rid of my appetite. not quite sure how to feel about this.
1	yep, my schizo-effective, as they labeled me, breast tumor is now cancerous .gee, the seroquel didn't work. psychiatry=crime!
0	nrc to host open house today in cordova to discuss exelon plant.
0	my rheumatic doc said i could take baclofen and norflex together (both are muscle relaxants). i took both, though an hour apart, earlier...
0	weetabix + tea + fluoxetine
0	know what? even tho i still feel anxious, think less paroxetine suits me. don't think i'm as irritable as i was before or argumentative.
1	not to worry - just a bit of temporary fuzziness. i've been on humira since &amp; love it.
0	vyvanse got be awake
0	nexium is the best for that
0	and after ten days of paxil i am times more assertive, side effects are wearing off im feeling positive
0	today the fda approved paroxetine (brisdelle), an ssri, to treat moderate to severe hot flashes associated with menopause. thank the lord!!!
1	i've been having them today too, three days without effer. i completely understand what you mean. every hit, lightheaded..
0	if you took the drug crestor for atleast week you have been tagged with a chemically cancer inducing chemical with in the year .
0	unfortunately, no evidence that ip care is effective. only proven effective tx is maintenance on buprenorphine or methadone
1	when cute boys send you home with free drugs you say thank you, then stay up all night feeling like you have to poop.
0	: lawyer elains india's patent law story including compulsory license in nexavar case fall conference
0	shit.. i take mg of trazodone, and mg of paxil. i know that feel.
1	i've taken a temazepam so struggling to say what i mean clearly sorry
1	im on the codiene lean oxy hydro pill trazodone ah man loud n moscato vision blurry still alot on deck fuck everybody im rollin
0	parents also mentioned renaming our dog latuda
1	i lost pounds on vyvanse &amp; that's why life is wonderful
1	rt : does paxil withdrawal take! extremely emotional switched to wellbutrin. wanna crawl in a hole.
0	so the warning label on my lunesta says it may cause drowsiness
0	dark machinations involving laid the groundwork for the vioxx massacre. merck slaughtered scores of thousands. $mrk
0	“: i’ll have her drugs thanks!” what? aricept and namenda?
0	i have some diclofenac from a doc to try, which i will right now.
0	"omg your name is vyvanse lol it came up on my phone like, ""vyvanse retweeted you"""
1	i was on celexa, which made me sleepy. i switched to effer. it has norepinephrine in it, so it jump starts me in the mornin
0	yes aspirin, oxycontin &amp; oxycodone &amp; benadryl
0	antara hoodie sama hape:|
0	i wanted to give the a month but i can’t go on like this for another two weeks
0	woot! mt ob&ampych cleared me for bfing while on prozac&amp;lamictal! very happy about this. was hoping i’d at least get to try.
1	upped my effer dosage days ago. sleep cycle and quality went to shit days ago. i sense a correlation here...
0	you need to call the dr monday and let him know the lunesta didn't work.
1	there's a good chance i was misdiagnosed with and synthroid meds caused psychotic reactions that cost me my job.
1	4 day rivaroxaban diary. atrocious backache despite having taken paracetamol an hour ago. gone back to bed.
1	i clock in at stone (added stone since quetiapine) and according to that bmi thing i'm obese, which i'm clearly not.
0	ciprofloxacin - how am i gonna used to? you taste bad, baby. &lt;/3
0	she's finally on humira after failing remicade.she has no colon &amp; still struggles daily. i feel for you!!! it's a long road.
0	fbi chicago stole seven mg bystolic pills from my husband (taken for high blood pressure)....
1	i stopped one pill and everything is cool except i still am shaky and i'm taking lunesta but i keep sleeping
1	can't even enjoy this banana right now because of fuckin vyvanse what is life
1	my missus took diclofenac when she slipped a disc. turned her into gollum overnight
0	love from me too! ice, drain, elevate, rehydrate, diclofenac and a strong mind x
1	yeah, i mean, fluoxetine made me feel like shit, and citalopram makes me feel ace, so worth considering if you ever have to
1	enbrel causes weird dreams. dreamed i was hanging out with a group of young gay men who were obsessed with obtaining perfect dark skin +
0	i always get that day confused with sildenafil citrate apocalypse day.
0	try aciphex it works great ! it helps within in a few minutes
1	probably having pregabalin withdrawal symptoms right now... i guess it wasn't a good idea to avoid taking them yesterday then -_-
1	so i took a adderall last night...i'm still awake.
0	yeah i threw up my first day on pristiq bc i wasn't used to having to eat before taking them lol
0	paxil waiting for mom to load groceries. yes i have become one of those 'dog' people. shut up.
0	hydros, oxycontin, oxycodone in mos b4 death. was working as crit care nurse while stoned out of mind
0	trouble on my mind - tyler the crestor ft pusha t.
0	with two lunesta i should just go to bed and hope i wake up at :30 or just stay up later and yeah
0	started victoza pen. my doc. or pharmacist tell me that this is not insulin. but works great. i take one metformin a day now.
1	am i the only one that grinds the shit out of their teeth on vyvanse?
1	viibryd gives me occasional lucid dreams, as well as epic photorealistic dreams with elaborate interweaving plots.
0	in egypt they prescribe escitalopram pregabalin ,celecoxib and glucosamine sulphate for fibromyalgia
1	this subone is making me gain weight. i don't know why. but i don't like it. im still active so i don't get it
1	i fucked up, my ventolin makes me shaky and i have my thing soon fuck
1	lbs in days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
0	"i was telling a nurse about the unpublished studies proving tamiflu is basically useless and she said ""that's why i don't get the flu shot""."
0	i am running on vyvanse, coffee and every ounce of nicotine within a mile radius
0	zoledronic acid linked to early increase in sclerostin levels blya
0	rosuvastatin treatments particularly effective among prediabetic patients
0	lunesta now
0	psoriasis. black people don't get psoriasis... do they? cuz these humira commercials freak me out.
0	hell yes, fluoxetine.
0	been nil by mouth all day, so no painkillers. they put me on gabapentin for the pain. it works like magic.
1	i'm too high on oxycodone for my tooth ache to check x:
0	you know how dependent i am on januvia and yet you do this. come, i clap for you.
0	more reasons to love food “: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.”
0	took on this morning my hosp disch orders says to only take one because of the blood thinner brilinta check it out on google plz
0	ohh aah mix and match. aku confuse antara mix and match dgn show me the money.
0	i had an advair inhaler for a cough. no asthma here.
0	lol where's the advair
0	sildenafil can do this rt : what is dead may never die.... but rises again harder and stronger
0	fluoxetine did not reduce the birds' anxiety
0	i thought pregabalin was a type of pain reliever for nerve pain, not even in a class of benzo
0	seroquel xr is what i take for my bipolar disorder !
0	s/o to the day symbicort , to airomiiiir and to salbutamol ! ya already know ventoline ! yeaaaaaah
1	like, adderall butchered my ability to concentrate and made me angry all the time while strattera was almost perfect for me.
0	oh, and belimumab not agreed by every payer so very tough. i have only got so far on belimumab in a specialist centre!!
1	watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the yrs i was on it.
0	i may or may have not taken half of my bottle of neurontin oops dont care bad day
1	too much ventolin head feels all funny
0	depression medications mirtazapine and fluoxetine may increase a person's risk of developing clostridium difficile infection (cdi) by as ..
0	i could study all day/night when i take vyvanse!
0	does crestor (rosuvastatin) fall in same bracket?
0	tadalafil cialis factory in china with high quality and nice price. please contact bob.com
0	i like the tweets that resemble the side effects off a cymbalta commercial.
0	drug combo helps smokers quit. treatment with varenicline and bupropion help smokers who fail to respond to the nicotine patch.
0	finally, i have my prescription for the next bottle of
0	oh no, so many have that fibromyalgia. lyrica seems to be a good nerve pain rx
1	hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.
1	of their products. avandia has killed people and permanently injured other people like my husband where they can no longer work. the
1	wow paxil sent me into a huge hypo manic mixed episode.
0	d.r.u.g.s d: dank r: roxicodone u: ultram g: ghb s: subone
0	i don't want a fucking behavorial specialist! i want a pain management doctor that prescribes oxycodone &amp; a pulmonologist for my asthma!
1	oops meant to say janice ian. that's why my doctor took me off seroquel... because it makes me retarded.
0	really worried about this, function really well on mg venlafaxine x a day. dread coming off. want family. what to do?
0	ventolin has been the only thing keeping me alive this weekend.
0	dr. reddy’s introduces lamotrigine extended-release tablets in u.s. lamotrigine is anticonvulsant drug.
0	rt : might be going on humira! any advice/pros/cons/anecdotes? help a brother out.
0	today was my th? th? day. i stopped effer and started viibryd, no tapering of either. judging by the side effects, i should&gt;
0	dude where's my advair
0	the humira commercial scares me. that does not look moderate to severe
0	tell me what to wear tomorrow please help me i can't take my seroquel and go to sleep until i figure it out
0	no sodas or sugar for days, no neurontin for pain for days. thanks zeal wellness - you made it easy.
0	i know right ! my daughter is coming out also in . i'm doing good . almost years on tysabri .
0	trazadone can do wonders.
0	oh i took it last night. and i took it his morn... juz the effer. but damn... didn't think it'd spike it this bad...?
1	recently it's really hurt when i use my enbrel epipen: those seconds seem to last for ever. any suggestions about what might help?
0	paxil is some scary shit.
0	started pristiq today. feeling better already. if that's not a placebo effect i don't know what is. maybe it's because it's friday..?
0	does anyone take the advair diskus inhaler that knows a generic version of it?
1	the effer may have been pushing me toward hypomania, so we are trying just an ssri, then see if a mood stabilizer is needed.
1	whilst palpitating thanks to ventolin
1	my step-dad was on effexer,taking supplements for energy and drinking like a fish when he shot my daughter&amp;me
1	seem to be feeling a bit better. disturbed sleep is a problem though.
0	next time take nexium and save the taayers thousand of dollars.
0	i was on methadone for years and subone for one. ive been clean from opiates for years and i like to help dispel myths.
1	yeah the first time i was on olanzapine i did not put much weight on but nd time i did! weird!
0	my boss tried giving me adderall today. saying how if i do it. i wouldn't stop cutting hair today. nah b
0	trazodone tweets are happening anyway! yay!
0	"""a tablet on day was capable of removing a complete pair of arms"" thalidomide - year fight"
0	imagine the headlines chg to onglyza increases heart failure risks, while has no benefit in preventing heart attacks. yikes.
0	mgs a day of seroquel for now... i know it seems like i use my crazy as an excuse but it really is debilitating
0	nfl: giants , fart dog. david spiriva penis
0	what do you use? i can use albuterol, but advair was the eensive one i wanted to take preventatively.
0	i have bad anxiety with my bipolar. they won't raise my dosage for shit. add abilify, latuda zoloft.
1	saphris even in a low dose gonna knock me out
0	i think nexium pill
0	hahahahha im not sure whats better, the lozenge bit or the interpenduncular. what does that even mean
0	all the effort and passion in the world is nt enough. paxil patients r suffering from a giant hole ripped in their soul.
1	i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!
1	i think that vyvanse is making me grind my teeth...
1	really??? i will check her out right now ... lyrica didn't work, celebrex &amp; nsaids hurt my stomach, cymbalta does just ok
0	completely willing to take my vyvanse and stay up all night and do it. just asking first, uno? lol
1	i had to get off lipitor. i hurt so bad i couldn't even get out of bed changed to crestor not as bad ur in my prayers
1	quite a lot left over from back problems. gabapentin are pretty trippy too dont really need em anymore. good for emergencies
0	surely temazepam can't interact with one beer that long ago... still don't want to risk it though
1	i hate cipro!
0	rt : bristol-myers squibb company, pfizer inc.'s eliquis equal to warfarin to halt blood clots: staying up-to-date ... http:…
1	right now i can't tell if i'm wide awake or exhausted. day of cutting viibryd in half is almost complete.
1	i know. i just realised with everything else - i haven't taken the sodding quetiapine yet!! wondered why i wasn't drowsy doh!
0	did you know that oxycodone and other opioids can lower testosterone and estrogen levels?
0	gonzales vineyards intertwines obsessive gingerbread undertones and a steamy albuterol aroma in their cabernet.
1	i essentially felt nothing on them. great for anxiety, bad for living. coming off klonopin and paxil was hell though.
0	an adderall would be prime right now
0	if ur suffering from bi-polar suppression take latuda
0	"absolutely. creator is worst offender for ""unearned premium"". but $azn are champions. top : crestor, nexium &amp; now brillanta"
0	ok...first day off effer...seems ok so far...
1	i’d consider restarting the venlafaxine today but it was messing with my sleep big time i’ll go back to dr x
0	rt : just did a video of me injecting my to hopefully help guide you who are scared to do it on your own or about to …
1	are you depressed? are you anxious? do you like headaches and diarrhea? if you answered yes to the last one, then viibryd is right for you!
0	my cousin has bipolar she is on seroquel, her feet are always going &amp; she twirls her hair constantly is that a side effect of them
1	is anyone else out there on latuda and have trouble sleeping?
0	i've got some symbicort for that if you need it
0	why does symbicort have ford motor oil in it?
0	man i aint trying to hangout with that nuvaring
0	mixed antara hardstyle x dubstep = sangar vroohh!!
1	cough medicine with codeine + a breathing treatment + pro air + symbicort + steroids = no sleep. &amp; i still can't fucking breathe.
0	it is time for a prozac
1	"apparently, baclofen greatly exacerbates the ""ad"" part of my adhd. average length of focus today: about seconds."
1	olanzapine is supposed to make you a fat bastard i got off lucky. lithium makes my hand shake. bipolar or schizo drugs.
0	we just had the flu come through our house. if you get a fever and can get tamiflu its worth it.
0	"""who knows what evil lurks in the hearts of men?"" - crestor"
1	trazodone is what he gave me while ago. that shit had me all tore up. i didn't like that shit haha.
0	8 fay rivaroxaban diary. i reckon it will take hours to get rvrxbn out of my body. if i can't get hold of gp today may stop it.
1	i got down with crestor and i can't get it up.
0	adderall would be perfect right now but no drugs are bad for uuu
1	oxycodone just makes me ears rumble and does like nothing else
0	"commercial: ""do not take prolia if you're allergic to it."" if you require that warning.. i'm going to say go ahead and take it."
1	me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.
1	don't take viibryd i used to and it makes you really out of it :x
0	i leave tomorrow for , and yesterday was a no-go. enbrel shot + back was waaaay out. need to get the last of the packing done!
0	saxagliptin falls short in cvd outcomes study, savor-timi .
0	ariana grande has no ponytail and no quinceañera dress? finally! she still needs some imodium for all these runs she's singing though.
1	why does tapering down lamotrigine feel as yucky as stepping it up?
1	woohoo! back on singulair &amp; advair cos of my allergies. i refuse to end up back in the hospital because of the asthma probs they trigger
0	have been put on metformin doctor said i should have been on it years ago fine time to tell me
1	- i was on humira but after a big eye flair (iritis) that happens with as he changed to remicade it's working great
0	depression hurts. and this time cymbalta can't help...
1	nah, subone it's cool, iont ever wanna sleep again ever anyways bro.. just keep doing ya thing bruh
0	oxybutynin is a crazy drug
0	i've done the pill, the patch, the shot, nuvaring, and the mini pill. nuvaring was by far my favorite.
0	cant even imagine what my life would be like without adderall
0	darth sounded like he needed some ventolin for his chest! .
1	bloody zombie i also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the
0	i wonder if i accidentally took a seroquel instead of a lamictal this morning. that'd do it.
1	ventolin injections. make the body move and tremble like jelly. weird and funny.
0	i forgot about nicotine too. adding nicotine or caffeine to a range of products: lozenges, food, vapor is drawing the regulators' stink eye.
0	if the r tb is resistant to injectables like amikacin or levofloxacin than whats the therapy?
1	coming off cymbalta cold turkey.. day ... i think i have vertigo! this is awful.
0	more then likely better. paxil has helped me a lot
1	lunesta is a joke. why am i awake right now?!
0	white kids be knockin onnis hoe at weird hours for adderall n shit
0	just found a great answer on to: which is better when treating jra in a. year old. enbrel or remac...
1	been on humira now short period to injections no noticeable change in pain but racing heart and palpitations. mtx at ml injection.
1	so i ran out of victoza before payday &amp; restarted it yesterday. bleh: nausea. it did help me lose lbs. but i found when i ran out.
0	benefit of not drinking anymore : glass of pinot in the sun makes you very happy. like tinker bell on prozac.
0	oh then the blankness makes sense. i take quetiapine to sleep.
0	paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
1	pristiq did that to me … hideous. and those jerks when you're falling asleep. still get those :/
0	side effects of this new vimpat i'm on
1	been thailand so many time it's lovely but always seem to have bad dreams every since i been on quetiapine x
0	are they trying to get your cytosine on paxil?
0	presentation :30 tonight in the auditorium re: the exelon braidwood station tax assessment settlement agreement.
0	just took fluoxetine tablets......oh shit
0	thalidomide survivors and their families talk about how society has treated them through the years.
0	"""you just don't let me rape you"" antara monologue wajib bg player game genre moba bila dia st blood.."
0	if you don’t have a reaction to eliquis or xarelto, they’re easier to live with (no inr testing, no dietary restrictions) than warfarin
1	last night i was a mermaid and then a wizard who had to save the world while being hunted by the japanese... err thank you ?
0	i think rns should have ability to geodon anyone w/o md order - sort of like giving a blanket w/o an order
0	is lamotrigine licensed for bipolar? i have it off-licence for major depression and replacement community psych wants to stop it
0	it's prob levaquin and it's a heavy duty antibiotic. get cystex helps me every time!
0	roberto schunemann eri vision research fellow presents aflibercept poster this afternoon
0	viibryd i got to get off of you before you kill me.
1	and now i can feel the seroquel melting my brain, so it's time to sleep. may my dreams be filled with visions of mechanical sex.
1	because my dr switched from celexa to paxil and,paxil made me feel sick
1	anyone have nerve damage symptoms (ms like) from enbrel or humira?
0	pfizer offered mds to pay co-pays of their patients as long as they kept prescribing lipitor over the generic atorvastatin
0	pakistan mein sab chalta hey bhai! having said that the said person has been on sildenafil mg
1	prescription drug abuse looks like adderall and sometimes but rarely vicodin where i live
1	i'm on citalapram and mg quetiapine - i'm not sleeping!
0	shay need seroquel. highest dose.
1	oh well this might be why the side effects from cold turkey quitting pristiq were so horrible. it is concentrated effer.
0	vyvanse&gt;adderall. seriously man get it together.
0	sorry guys, the fluoxetine isn't working.
1	do i come off my medication or do i just continue to be a prozac zombie
1	fluoxetine, got me going crazy.
0	application submitted to the european medicines agency (ema) for use of pradaxa® in treatment of deep vein thrombosis (dvt) and pulmonary…
1	i had been blaming my dizziness upon standing to my menopause but now on hrt &amp; no more flashes so looked at cymbalta side effs
0	secretly scared of people who take adderall
1	natural don't work for me, try mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol
0	the fda has approved a new indication for apixaban (eliquis), the anticoagulant drug manufactured by bristol-myers squibb and pfizer
0	yeah i know puff puff pass just lemme get my ventolin
0	get ekg to see if increased heartbeat,torsades de pointes, or you have prolonged qt intervals or t-wave irregularity
1	the effer dreams have taken a terrifying turn. ugh.
1	vyvanse literally causes me to get like schizophrenia but i hear answers idk but i like it
1	dammmit! i have found previously temazepam has a ridiculously small window of opportunity. miss it, and you get all the hangover
0	does etanercept maintain its efficacy in the elderly population? are you surprised that the answer is yes? ab0221
1	so that would elain the bronchitis.... it may not be an allergy, but the effects of using advair over a long period of time
1	after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff
1	had my adderall for the first time in forever and i'm wiredddddd
1	it's called seroquel prolong (quetiapine). apart from the weight gain, i am actually quite happy with it.
1	i tried humira first and no luck. after infusions of infliximab noticed a huge difference. hope it works for you
0	caution: crestor contains a liquid core which, if eed due to rupture, should not be touched, inhaled or looked at. do not taunt crestor.
1	i love this effer! majorly kills my libido.
0	maverick mom news:: runningrozac, ritalin
1	coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat
1	cipro is awful makes me sick as a dog too
0	do u know what medications are r for bipolar depression? currently approved lamotrigine aka
1	(tw body image) the gabapentin made me put weight on and i've never felt so bad about my own body before. people tell me
0	oh! there u are! rt : relationship status: mg of fluoxetine.
1	sometimes my humira pens make me feel like i'm years old due to the joint pain everywhere.
1	y.o. w/ sickle-cell anemia and taking trazodone presents w/ priapism. what's the cause?
0	being prescribed topamax for bpd. seems on initial research safer than seroquel. anyone know it, please get in touch.
0	side effect of dabigatran, bleeding where?
0	so far my favorite part of was the miralax commercial and the big clump of purple shit blocking up that woman
0	having mixed feelings about the vyvanse i took at am..
0	mg ibuprofen, mg of tylenol, and ciprofloxacin to help me get through this paper.
0	yippee ...no more prozac! just a pair of knee pads and a pocket of polos. form an orderly queue. *gulp*...next!
0	gawd, sooner it goes the better. hopefully humira will help on all angles re crohns x
1	can't sleep, temazepam myself into a coma, pass out for hours on end. finally wake up, feel like shite for days. oh, i love my life! :-/
1	tysabri infusion today at hospital. extra shattered this time. can't keep my eyes open.
0	which one is it? i'm starting humira for the second time
0	"""oral apixaban for treatment of"" jfc nooooo"
0	gps fundraiser. karen brown supports gps. exelon does it again! exelon luvs us and supports health awareness !!!
1	i am prescibed keppra/levitiricitam and pregabalin high doses but only take pregabalin as keppra drowsy,any alternatives?
1	i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med.
0	"""zero told me something."", she said as she puts out a buprenorphine tablet, ""drink this."""
0	denosumab solves brain twister speaking of temporal bone losses inward population among prostate rust: .qqw
1	officially addicted to nicotine
0	celebrating nearly one year on quetiapine with some delicious quetiapine. mmm. quick release for instant no-madness.
1	it's raining. i ran for the bus when i didn't need to. my gp letter isn't right. sweating like a pig thanks to quetiapine. brighton bound!
0	rivaroxaban's people seem to market the multiple indications angle. apixaban's designed the bravest trial. let's get it done!
1	playing league while on vyvanse is too damn stressful. back to public i go!
0	fluoxetine. opinions?
0	dabigatran prolongs the aptt more than rivaroxaban. rivaroxaban prolongs the pt more than dabigatran.
0	ranolazine inhibits fatty acid beta oxidation in cardiac myocyte mitochondria.
0	depressed. cymbalta can help
0	i take -6mg of melatonin. i was taking trazodone, but i can't take that anymore for a couple reasons.
0	"""sometimes some adderall is all you need"" -jake babineau 'somnus'"
0	spending money hurts, cymbalta can help!
0	recommend you watch thalidomide on bbc2 now: showing people who stood up to one big business and the greed and horror it perpetrated.
1	going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
1	for the first time in ages i've taken gabapentin and paracetamol. i'm sore and i'm emotional... don't mess with me.
1	diclofenac makes me sick, naproxen makes me depressed and ibuprofen isn't a long term solution.
0	any dr's / pharmacists out there have a view on venlafaxine v duloxetine on cholesterol levels? is duloxetine a better option?
0	nuvaring scares me a little! i can barely deal with sticking a tampon down there!
1	(1 temazepam makes me not sleepy but also makes me put the milk away in the freezer. trying to see if it actually makes me sleep...)
1	quetiapine. very low dose even with increase. helps me get to sleep (&amp; eat in general) but feel really groggy in the morning
0	most of the kids at my daughter's preschool have it. tamiflu depleated in . moms say doesn't help, something about wrong strand
0	rt : even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique
0	depending on your pain, for me and my back all over pain cymbalta has been a miracle no side effects
1	“: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.” omg so true!! ahh!
0	my damn nurse put miralax in my prune juice. she's hoping i shit the bed like florida state
1	use advair for asthma. side effects include nihedeidneeideneidheidehsiwhswisheisheisheix and worsening asthma symptoms...lol what
1	today is the day for my biweekly humira injection, any volunteers to take it for me? it hurts.
0	i guess i have to place my marijuana fixation with an ativan latuda and kratom addiction. thanks virginia court system
0	lunesta in hand: praying for the peace speaker to speak peace to the storm
0	essentials for finals : adderall coffee redbull stress ball alcohol weed and a god damn miracle
0	what is the difference between being clinically depressed and just feeling like shit everyday? one gets prozac the other gets alcohol.
1	gabapentin and amitryptylinr made me very drowsy! propanalol made me dizzy (but i have very low blood pressure!).
1	could have used you last week. pt was not please with my, clonidine, hydroxyzine, loperamide solution to her withdrawal issues.
0	lyrica must of been beyoncé to him back then
0	depression hurts, cymbalta can help...if you're not nursing or pregnant or using a different drug already or allergic to it
0	wsj avandia story: points out flaws in gla record trial which found no risk; but not nissen meta-analysis, which excluded null set studies
0	day of trazodone.
0	popular antidepressants zoloft, prozac and paxil can lower libido and prevent orgasms
0	anything you can tell me about prozac?
1	just took my geodon and i'll be lucky if i'm asleep in hours.
1	when i was taking a full dose of , i didn't even realize that sleeping hours a night, then falling asleep every day, wasn't normal.
0	mylan commences phase iii clinical trials for its generic version of advair diskus® and insulin analog to lantus®
0	if electronic cigarets have nicotine in them then whats the point
1	/25/09 cdc response i contracted h1n1 days prior ,prescribed tamiflu wife i grieving her death on this day.u lie di-fi
0	u should get on geodon it rox
0	if i hear that song by pink &amp; fun. one more time i am going to put an entire bottle of trazodone into a milkshake, drink it &amp; accept my fate
1	yeah i feel you lol i’ve heard some stories. darvocet will knock you out too
0	i love my quetiapine!
1	venlafaxine was always awful for that. like someone sprayed hairspray all over my tongue... eww isn't a strong enough word!
0	hmmseems the vyvanse actually helped. i'll remember that in emergencies (i.e. when the hell does my strattera get in i can't pay for it)
0	olanzapine being added to policy at - awaiting approval from medicines management (so not incl here)
0	astra says u.s. nexium antitrust case returns favourable ruling
0	meridia crt, stratford. lift broken down since jun. please fix this before someone collapses trying to reach their flat.
0	first round of room optimization and practice. stopped in maridia before phantoon. did not record. big saves to come!
1	i think it’s an snri, i’m not even sure. it’s viibryd. but none of my anti-depressants have ever messed me up like this before
0	effer lawsuits involving heart birth defects removed to federal court
0	i was such \o/ — their ep mentioning imodium &amp; philly’s hop sing laundromat is in my top all time list.
1	darvocet worked for me, but it makes my heart beat all over the place, like a john bonham solo.
0	i take cymbalta, mainly for anxiety, my dr. talked about adding wellbutrin, but i worry about it aggravating the anxiety.
0	drug lessens psoriatic plaques while reversing baldness. tofacitinib reversed baldness in a -year-old man with plaque psoriasis.
1	symbicort never fails at giving me heart palpitations to the point where i think i'm about to have a cardiac arrest.
0	whant to join viox
0	-generic drugs as effective as amgen's enbrel for arthritis- -: a blockbuster drug made b...
1	metformin is keeping my energy low
0	i've got enough crap to frett over w/o forest labs ceasing namenda production. it helps my mom in combination w/aricept.
